id,nom,link,ingredients,pas,temps,catégorie,nationalité_recette,convive,valeur_nutritionnelle
66,Receta de cangrejos guisados ,https://www.comedera.com/receta-de-cangrejos-guisados/,"['500 gr de cangrejos', '4 diente de ajo', '1 cda de mantequilla', '1 cda de aceite de oliva', '1 taza de vino blanco', '1 limón', '3 cdas de salsa de tomate', 'Sal y pimienta al gusto']","['Inicia la receta y lava muy bien los cangrejos. Escurre y condimental con sal y pimienta al gusto, y el jugo de limón. Marina por 5 minutos.', 'Toma los ajos y filetea muy bien.', 'Calienta un sartén y añade la cucharada de aceite de oliva. Luego, dora los ajos sin quemar.', 'Posteriormente, añade la cucharada de mantequilla. Cuando se derrita, incorpora los cangrejos, la taza de vino blanco y baja el fuego a medio. Baña los mariscos con esa salsa y deja cocinar tapado por 7 minutos.', 'Destapa y añade la salsa de tomate. Rectifica de sal y termina de cocinar por 2 minutos más.', 'Apaga, deja reposar y sirve los cangrejos con la salsa.', '¡Disfruta!']",['15 minutos minutos'],['Receta tradicional'],['El Salvador'],['4 personas'],['520kcal']
67,"Chao mein salvadoreño, receta rápida ",https://www.comedera.com/chao-mein-salvadoreno-receta-rapida/,"['½ kilo de tallarines chinos chow mein', 'Pimiento rojo y verde cortado en juliana', '10 cdas  aceite de ajonjolí', 'Agua', '3 tazas  repollo rallado', '2 tazas cebolla  cortada en tiras', '3 tazas  apio  cortado en tiras', '1 taza  zanahoria  cortada en rajitas', '1 taza hongos  en rodajas', '2 tazas retoño de soya', '½ kilo lomo de cerdo', '1 cdta  azúcar', '1 cda  jengibre en polvo', 'Consomé de pollo  puede ser de res', '½ taza salsa de soya', 'Sal']","['Cocina los tallarines chow mein hasta que esté blanda eso tomará solo 3 minutos aproximadamente.', 'Calienta el aceite en una sartén y saltea la cebolla con un poquito de consomé de pollo también.', 'Saltea también el repollo y reserva.', 'Saltea el apio y la zanahoria junto al retoño de soya todos los aderezamos con un poco de consomé de pollo asegúrate que las verduras estén bien al dente.', 'Saltea la carne\xa0de cerdo (o la que hayas elegido).', 'Agrega el jengibre rallado con los pimientos y los hongos junto a las verduras.', 'Añade el azúcar y salsa de soja.', 'Mezcla todo en el mismo sartén y sirve.']",['10 minutos minutos'],['receta facil'],['El Salvador'],['4 porciones'],['418kcal']
68,Cómo hacer capeado de papas ,https://www.comedera.com/como-hacer-capeado-de-papas/,"['6 papas grandes', '200 gr de jamón cocido en lonchas', '100 gr de mozarella', '200 gr de tocino', '2 huevos', '1 taza de crema', 'Sal y pimienta al gusto', '1 cda de mantequilla']","['Hierve las papas con la cáscara.', 'Una vez estén hervidas, saca del agua, escurre y deja enfriar.', 'Cuando estén frías, pela y corta en rodajas tratando de que no se desmoronen.', 'Ahora, corta el tocino en cuadritos pequeños. Calienta un sartén con mantequilla y sofríe hasta dorar. Apaga y reserva.', 'Coloca la taza de crema y los dos huevos en un bol, condimenta con sal y pimienta y mezcla hasta que se integren.', 'Precalienta el horno a 180° C.', 'Engrasa un molde o refractario con mantequilla.', 'Ahora, haz una primera capa de crema en el refractario, luego una capa de papas cocidas, otra de crema, luego una de jamón, repite este proceso y por último crea una capa de tocino, crema y culmina con el queso mozzarella.', 'Hornea por 20 minutos hasta que el capeado se cocine y el queso mozzarella se gratine.', 'Pasado ese tiempo, deja reposar y corta en porciones.', '¡Disfruta!']",['15 minutos minutos'],['Receta tradicional'],['Casera'],['8 porciones'],['530kcal']
69,Receta de camarones entomatados ,https://www.comedera.com/receta-de-camarones-entomatados/,"['400 gr de camarones', '4 tomates', '10 tomates cherry', '1 cebolla', '1 diente de ajo', '1 pimentón', '½ chile verde', '10 ml de aceite de oliva', 'Sal y pimienta al gusto']","['Inicia tu receta y toma los camarones. Quita la cáscara y desvena. Lava muy bien.', 'Una vez listos, condimenta con sal y pimienta al gusto. Mezcla y deja marinar por 10 minutos.', 'Toma el pimiento y corta en julianas. Haz lo propio con la cebolla y el chile. Filetea el ajo.', 'Corta en tiras los tomates regulares, luego corta a la mitad los tomates cherry.', 'Calienta un sartén con aceite de oliva y sofríe el ajo y la cebolla. Mezcla y cocina por 2 minuto. Luego, incorpora el pimiento, el chile y los tomates regulares. Mezcla y deja cocinar por 5 minutos a fuego medio.', 'Pasado ese tiempo, tu sofrito debe estar con una consistencia suave y con salsa. En ese punto, añade los camarones. Mezcla y cocina por 3 minutos.', 'Rectifica el sabor si le hace falta más sal y pimienta. Termina de cocinar por dos minutos más.', 'Apaga y agrega los tomates cherry. Mezcla y tapa para que se cocinen con el vapor.', 'Ahora, podrás disfrutar de tus camarones entomatados.']",['10 minutos minutos'],['receta facil'],['El Salvador'],['4 personas'],['520kcal']
70,"Ayote de miel, dulce salvadoreño ",https://www.comedera.com/ayote-de-miel-dulce-salvadoreno/,"['1 ayote\xa0maduro entero  calabaza', '1 dulce de panela o atado', 'Canela en ramas', '2 tazas agua']","['Parte el ayote en porciones del mismo tamaño y extrae sus semillas.', 'En una olla grande añade el dulce de panela.', 'Coloca el ayote cortado junto a la canela.', 'Vierte agua, dos tazas, tapa y deja cocinar a fuego medio durante 1 hora o hasta que el agua se consuma y quede una miel espesa.', 'Transcurrido el tiempo verifica que el ayote este suave y retira del fuego.', 'Deja reposando un par de horas antes de comerlo.']",['10 minutos minutos'],['postre tradicional'],['El Salvador'],['8 porciones'],['280kcal']
71,"Receta de chilate, bebida salvadoreña ",https://www.comedera.com/receta-de-chilate-bebida-salvadorena/,"['2 tazas  maíz tostado', '4 tazas  agua', '1 raíz  jengibre', '8 pimientas gordas']","['Procesa el maíz en un molino.', 'Agrega el jengibre, la pimienta gorda y agua.', 'Cuécelo en una olla a fuego medio bajo durante 15 minutos revolviéndolo de vez en cuando.', 'Pasado este tiempo el chilate debe estar espeso y bien aromatizado.', 'Apaga y deja reposar 5 minutos.', 'Sirve caliente. Puedes retirar las pimientas gordas antes de servir.']",['5 minutos minutos'],['Receta tradicional'],['El Salvador'],['4 tazas'],['390kcal']
72,Cómo hacer atol shuco ,https://www.comedera.com/como-hacer-atol-shuco/,"['900 gr de maíz amarillo o morado', '1 cda de ayote en polvo', '1/2 cda de chile picante líquido', 'Sal al gusto']","['Inicia la receta y remoja 12 horas antes de la preparación el maíz con abundante agua.', 'Pasado ese tiempo, vas a moler el maíz hasta que se pulverice y sea manejable. Posteriormente, cuela muy bien para deshacer el líquido en exceso.', 'Luego, coloca el maíz en una olla con agua, procura que el maíz quede bien remojado. Hierve.', 'Cuando rompa hervor, añade el ayote el polvo, la sal y el chile picante. Mezcla y deja cocinar hasta que vaya espesando.', 'No dejes de mover para que no se pegue en el fondo.', 'Apaga y sirve caliente. ¡Disfruta!']",['25 minutos minutos'],['Receta tradicional'],['El Salvador'],['6 porciones'],['540kcal']
73,Cómo hacer caldo de camarones salvadoreño ,https://www.comedera.com/caldo-de-camarones-salvadoreno/,"['1 kilo de camarón', '½ chile verde', '½ cebolla', '2 dientes de ajo', '2 papas', '100 gr  de mantequilla', '2 ramas de cilantro', 'Sal al gusto', '1 limón']","['Vierte en un bol con mucha agua los camarones y empieza a limpiarlos.', 'Corta en trozos pequeños el chile, la cebolla, los ajos, las papas y el cilantro.', 'En una olla derrite la mantequilla,\xa0inmediatamente el picadillo de los vegetales, y sofríe hasta que la cebolla esté transparente.', 'Luego de que esté sofrito el picadillo, agrega los camarones y cocina por 5 minutos hasta que estén cocidos.', 'Agrega agua a la olla, la cantidad deseada, y sal al gusto.', 'Cocina a fuego medio por aproximadamente 10 minutos hasta que esté listo el caldo.', 'Servir caliente y agrega limón y cilantro picado al gusto.']",['10 minutos minutos'],['receta facil'],['El Salvador'],['4 personas'],['410kcal']
74,Cómo hacer arroz negrito salvadoreño ,https://www.comedera.com/como-hacer-arroz-negrito-salvadoreno/,"['½ kg arroz', '2 dientes de ajo', '1 chile verde', '½ taza de consomé de res', '3 vasos  sopa de frijoles', '½ taza  frijoles cocidos enteros']","['En una sartén fríe con un poco de aceite el ajo y el chile verde cortado en juliana.', 'Luego agrega el arroz y el consomé.', 'Rectifica los sabores.', 'Agrega tres vasos de sopa de frijoles y el agua restante.', 'Al estar listo el arroz ya podemos servirlo.']",['10 minutos minutos'],['receta facil'],['El Salvador'],['4 personas'],['114kcal']
75,Recetade arroz a la valenciana salvadoreño ,https://www.comedera.com/arroz-a-la-valenciana-salvador/,"['400 gr de agua', '200 gr de molleja', '200 gr de hígado de pollo', '½ taza de arvejas o chícharos', '½ taza de zanahoria cortadas en cuadritos', '¼ taza de aceitunas rellenas', '¼ taza de alcaparras', '3 cdas de aceite de oliva', '1 caldo de cubo de pollo', '2 ramilletes de cebollino cortado en trocitos']","['Inicia la receta y limpia muy bien las mollejas y el hígado de pollo. Corta en trocitos muy pequeños.', 'Calienta la cazuela con el aceite d eolova y sofríe las mollejas y el hígado por 4 minutos mientras mezclas constantemente para que no se pegue.', 'Luego, incorpora la zanahoria y los chícharos. Mezcla y cocina por un minuto.', 'Pasado el minuto, incorpora el arroz y mezcla con el resto de ingredientes. Sofríe por un minuto.', 'Ahora, agrega las cuatro tazas de agua, las alcaparras y las aceitunas. También el caldo de cubo de pollo.', 'Mezcla y cocina hasta que rompa hervor, luego baja el fuego a medio y continúa cocinando.', 'Cuando haya reducido el agua en casi totalidad, agrega el cebollino y tapa muy bien para que termine de cocinar. Te tomará como 4 minutos.', 'Destapa, apaga y sirve. ¡Disfruta!']",['10 minutos minutos'],['Receta tradicional'],['El Salvador'],['4 personas'],['570kcal']
76,"Baleadas catrachas, receta hondureña ",https://www.comedera.com/baleadas-catrachas-receta-hondurena/,"['½ kg frijoles cocidos', '4 tazas harina de trigo', '4 cdas. aceite o margarina', '2 ½ cdta polvo de hornear', '1 cdta sal', '½ taza leche tibia', 'Queso fresco  al gusto, puedes agregarlo en trozos o rallado', 'Aguacate  al gusto', 'Crema agria  al gusto']","['En un bol agrega la harina, el polvo de hornear y la sal tamizada.', 'Mezcla los ingredientes con una paleta de madera o cuchara.', 'Agrega leche de a poco hasta que la masa sea manejable.', 'Amasa la harina hasta que no se le pegue en sus manos, y forme una masa, amasar por varias veces, hasta que quede suave.', 'Pon a calentar una plancha en la estufa.', 'Estira la masa con un rodillo y haz la tortilla, ponla en la plancha, primero de un lado y cocine por unos 2 minutos a fuego medio y luego voltea y deja cocinar por otro minuto.', 'Debería inflarse al cocerla, cuando eso ocurraya estrán listas.', 'Agrega los frijoles, queso aguacate y crema agria y listo.']",['5 minutos minutos'],['desayuno'],['Hondureña'],['8 porciones'],['539kcal']
77,Cómo hacer mondongo hondureño ,https://www.comedera.com/como-hacer-mondongo-hondureno/,"['2 kg panza de res', '1 kg patas de res', '2 achiote', '3 chile dulce', '2 tomate', '1 cebolla', '3 elotes  cortados en cuadros medianos', '2 zanahorias  cortadas en cuadros medianos', '1 kg yuca  cortada en cuadros medianos', '2 cubos  costilla o res', '1 cda comino', 'patastes (chayota)  cortados en cuadros medianos', '3 papas  cortadas en cuadros medianos', '3 plátano verdes (guineos)  cortados en cuadros medianos', '¼ repollo picado', '4 dientes de ajo  machacados', '3 plátanos maduros  cortados en cuadros medianos', 'Cilantro al gusto', 'Sal al gusto', 'Pimienta al gusto']","['Para asegurar el sabor delicioso del mondongo, es crucial limpiar bien las patas y la panza de res. Usa bastante agua para este proceso y asegúrate de quitar completamente la piel de las patas. Este paso es esencial para obtener ese gusto auténtico que caracteriza al plato', 'Coloca en la olla a presión la panza y las patas de res ya cortadas en trozos medianos, llenando el recipiente con agua hasta el límite permitido.', 'Añade la mitad de los condimentos preparados, incluyendo ajo, un toque de cilantro, así como chile, tomate, cebolla y una pizca de sal. Deja que todos estos ingredientes se cocinen juntos durante una hora para que los sabores se fusionen perfectamente y la carne quede tierna.', 'Luego de ese tiempo, saca la panza y las patas. Reservar el caldo.', 'En la olla grande pon a sofreír (el resto del) chile, tomate, cebolla con un poco de manteca o aceite.', 'Cuela el caldo de la panza y añádelo al sofrito. Pon también las verduras picadas, excepto los plátanos maduros y los guineos verdes.', 'Agrégale agua a la olla cantidad necesaria que sobrepase las verduras en ella.', 'Sazona con los cubos y añade el achiote deja cocer por 30 minutos.', 'Transcurrido el tiempo, agrega los guineos verdes y los plátanos maduros.', 'Rectifica los sabores y mueve constantemente.', 'Agrega el cilantro y reserva un poco para adornar cada plato.', 'Por último cuando ya está la sopa agrega la panza cortada en cuadros medianos.', 'Sirve la sopa acompañada con tortilla o arroz.']",['20 minutos minutos'],['Receta tradicional'],['Hondureña'],['12 personas'],['650kcal']
78,"Receta de nacatamal, clásico de Honduras ",https://www.comedera.com/receta-de-nacatamal-clasico-de-honduras/,"['2 tazas de harina de maíz', '½ taza de aceite vegetal', '1 ½\xa0 taza de caldo de verduras']","['Coloca en un una olla de presión la carne de cerdo cortada en cubos junto a la cebolla, el pimentón, los dientes de ajo, el tomate, el jugo de naranja agria, el achiote y la sal y pimienta al gusto.', 'Vierte dos tazas de agua, mezcla y cocina por 30 minutos hasta que la carne quede bien blanda que se pueda deshebrar. Apaga, y reserva hasta enfriar.', 'En un tazón grande, mezcla la masa de maíz con el aceite y el caldo de verduras, la cantidad depende de la harina. Puedes necesitar más o menos caldo. Agrega de a poco y amasa hasta que quede suave y manejable.', 'Para el armado, toma las hojas de plátano limpias y cortadas.', 'En cada hoja de plátano, coloca una porción de masa extendida\xa0y agrega en el centro un poco del guiso de la carne de cerdo, media cucharada de arroz, la papa y zanahoria en rodajas.', 'También un poco de aceituna, pasas y alcaparras. Esparce maní picado.', 'Dobla la hoja de plátano sobre el relleno para formar un tamal grande. Envuelve el tamal en papel pergamino o papel de aluminio.', 'Cocina los Nacatamales al vapor o hervidos durante aproximadamente 1 hora.', 'Pasado ese tiempo, apaga, deja reposar un poco para luego degustarlos.']",['10 minutos minutos'],['Receta tradicional'],['Hondureña'],['10 porciones'],['640kcal']
79,Receta de baleadas vegetarianas ,https://www.comedera.com/receta-de-baleadas-vegetarianas/,"['4 tortillas de harina  grandes', '1/2 taza de frijoles refritos', '1 cda de aceite de oliva', '1 aguacate', '1 cebolla morada  pequeña', '1 pimiento rojo', '1/4 taza de crema ácida o agria vegana', '1/2 taza de queso vegano  rallado']","['Toma la cebolla y el pimentón, pela y corta en julianas finas. Reserva.', 'Toma el aguacate y haz lo propio. Pela, corta en rodajas y reserva.', 'Calienta un sartén con media cucharada de aceite y cocina los frijoles hasta calentar.', 'Calienta las tortillas de harina en una plancha. Psoteriormente, unta con los frijoles refritos tibios.', 'Esparce a tu gusto la cebolla, el pimiento y el aguacate.', 'Agrega el queso al gusto y termina con la crema agria o ácida vegana.', 'Listo, estarán perfectas para comer. ¡Disfruta!']",['10 minutos minutos'],['Receta tradicional'],['Hondureña'],['4 porciones'],['420kcal']
80,Cómo hacer sopa de jaibas ,https://www.comedera.com/como-hacer-sopa-de-jaibas/,"['12 jaibas o cangrejos cortados y limpias', '2 plátanos verdes', '300 gr de yuca', '1 cebolla blanca', '2 dientes de ajo', '2 tomates', '1 chile dulce', '2 hojitas de culantro', '150 gr de coco', '2 cdas de aceite vegetal', '1 cdita de comino', 'Sal y pimienta al gusto', '1 cdita de achiote']","['Inicia la receta, toma el coco y ralla. Luego, presiona y extrae toda la leche de la fruta. Reserva.', 'Ahora, toma la cebolla, los tomates, el ají y los dientes de ajo y corta en cuadritos.', 'Calienta una olla con aceite y sofríe los vegetales por 2 minutos.', 'Procede con los plátanpos verdes y la yuca. Pela muy bien y corta ambas hortalizas en trozos medianos.', 'Agrega las hortalizas a la olla y mezcla con el resto de ingredientes.', 'Posteriormente, incorpora las jaiba los cangrejos cortados y limpios. Vierte la leche de coco y el coco rallado. Mezcla muy bien.', 'Condimenta con sal, pimienta y el achiote. Vierte un litro de agua aproximadamente y cocina a fuego medio por 30 minutos para que todos los ingredientes se ablanden y se unan perfectamente.', 'Cuando veas que la yuca, la jabina y el plátano estén cocinos, apaga y degusta.', '¡Disfruta!']",['20 minutos minutos'],['Receta tradicional'],['Hondureña'],['4 personas'],['520kcal']
81,Receta de arroz con cerdo hondureño ,https://www.comedera.com/receta-de-arroz-con-cerdo-hondureno/,"['700 gr de lomo de cerdo', '2 tazas de arroz', '4 tazas de caldo de vegetales', '3 cdas de manteca de cerdo', '1 cebolla', '1 taza de arvejas o habichuelas', '1 pimentón', '2 ajíes', '3 dientes de ajo']","['Toma el lomo de cerdo y córtalo en cubos medianos o rodajas. Reserva.', 'Ahora, toma la cebolla, los ajíes, el pimentón y cortarlos en tiras o julianas. Filetea los dientes de ajo.', 'Calienta una cazuela o wok y derrite la manteca de puerco. Una vez esté caliente, incorpora el cerdo cortado en trozos y sofríe hasta dorar completamente.', 'Cuando esté dorado, retira de la cazuela y reserva. Procede y saltea la cebolla, los dientes de ajo, el pimentón y los ajíes por 2 minutos.', 'Pasado ese tiempo, incorpora al arroz y dora junto a las verduras por un minuto. Ahora, añade el cerdo sellado, condimenta con sal y comino al gusto, agrega el azafrán. Mezcla.', 'Posteriormente, vierte las 4 tazas de caldo, la arvejas o habichuelas, mezcla un poco y deja cocinar el arroz a fuego medio hasta que hierva.', 'Una vez se reduzca un poco el líquido, tapa y termina de cocinar hasta que te quede el arroz cocido y suelto.', 'Apaga y sirve. ¡Disfruta!']",['10 minutos minutos'],['Recetas de la abuela'],['Hondureña'],['4 personas'],['590kcal']
82,"Receta de catrachitas, una delicia hondureña ",https://www.comedera.com/receta-de-catrachitas-una-delicia-hondurena/,"['12 tortillas de maíz', '2 tazas de frijoles', '1 cebollas', '1/2 chile jalapeño', '2 cdas de margarina', '2 tazas de aceite vegetal', 'Sal y pimienta al gusto', '2 tazas de queso fresco']","['Corta la cebolla en cuadritos pequeños. Haz lo propio con el chile jalapeño. Reserva.', 'Calienta una cazuela o sartén y agrega la margarina, derrite muy bien.', 'Una vez esté derretida, sofríe la cebolla y el jalapeño por 2 minutos aproximadamente.', 'Posteriormente, incorpora las dos tazas de frijoles, condimenta con sal y pimienta. Cocina por 7 minutos a fuego medio hasta que los granos se vuelvan puré. Reserva.', 'Ahora, calienta un sartén hondo con las dos tazas de aceite vegetal y vas a freír las tortillas de maíz hasta que queden doradas y crujientes.', 'Saca del sartén y coloca en papel absorbente para retirar el exceso de aceite.', 'Toma las tortillas, unta con la crema de frijol y culmina esparciendo el queso fresco rallado.', '¡Disfruta!']",['15 minutos minutos'],['postre tradicional'],['Hondureña'],['4 personas'],['420kcal']
83,Cómo hacer baleada de carne ,https://www.comedera.com/como-hacer-baleada-de-carne/,"['8 tortillas de harina de trigo', '200 gr de carne de res deshebrada', '1 cebolla', '1/2 chile jalapeño', '2 dientes de ajo', '1 caldo de cubo de carne', 'Sal y pimienta al gusto', '1/2 taza de caldo de carne', '1 aguacate', '1 taza de frijoles refritos', '2 tazas de queso fresco rallado', '1/2 taza de crema ácida o agria', '2 cdas de aceite de oliva']","['Inicia la receta y corta la cebolla en cuadritos pequeños. Filetea el ajo y haz la propio con el chie jalapeño.', 'Continúa y calienta un sartén o cazuela con un poco de aceite de oliva.', 'Agrega los dientes de ajo fileteados, la cebolla en cuadritos y el chile jalapeño. Sofríe muy bien por 2 minutos a fuego medio.', 'Posteriormente, añade la carne deshebrada y condimenta con sal y pimienta al gusto, agrega el cubo del caldo de carne. Mezcla y cocina por 2 minutos.', 'Procede e incorpora el caldo de carne, mezcla y termina de cocinar hasta que quede jugosa. Reserva.', 'Ahora, calienta un sartén con media cucharada de aceite y cocina los frijoles hasta calentar.', 'Calienta las tortillas de harina en una plancha. Psoteriormente, unta con los frijoles refritos, esparce un poco de carne-', 'Acompaña con el queso fresco rallado, rodajas de aguacate y culmina con la crema ácida.', 'Dobla la tortilla y estará lista para degustar.', '¡Disfruta!']",['20 minutos minutos'],['Receta tradicional'],['Hondureña'],['4 personas'],['490kcal']
84,"Nacatamal vegetariano, receta hondureña ",https://www.comedera.com/nacatamal-vegetariano-receta-hondurena/,"['2 cebolla  cortada en cubos', '2 cohombro amargo (calabacín)', '1 ramillete  espinacas limpias', '1 ramillete  acelgas  limpias y cortadas finamente', '3 dientes   ajo', '2 taza masa de maíz', '½ taza  aceite de cocina', '1 ½ taza de caldo de verduras', '2 cdta achiote en pasta', '1 cdta  sal', '½ cdta comino en polvo', '½ cdta pimienta', '2  hojas plátano limpias y cortadas en cuadros', '1 cebolla cortada en rodajas para el relleno', '1 pimiento  cortado en tiras para el relleno', '1  tomate  cortada en rodajas para el relleno']","['Inicia con la preparación del relleno. Cocina los vegetales cortados del mismo tamaño con achiote, sal, comino y pimienta.', 'En un tazón grande, mezcla la masa de maíz con el aceite y el caldo de verduras, la cantidad depende de la harina. Puedes necesitar más o menos caldo. Agrega de a poco y amasa.', 'En cada hoja de plátano, coloca una porción de masa extendida y agrega una porción del salteado de vegetales y las rodajas de cebolla, pimiento y tomate.', 'Dobla la hoja de plátano sobre el relleno para formar un tamal grande.', 'Envuelve el tamal en papel pergamino o papel de aluminio.', 'Cocina los Nacatamales al vapor durante aproximadamente 1 hora.', 'Sirve caliente y disfruta de esta deliciosa tradición hondureña.']",['10 minutos minutos'],['Receta tradicional'],['Hondureña'],['10 porciones'],['260kcal']
85,"Receta de tapado costeño, sopa hondureña ",https://www.comedera.com/receta-de-tapado-costeno-sopa-hondurena/,"['1 kg  carne de res salada  cortada en trozos', '1 cda aceite vegetal', '1 cebolla  picada', '1 chile dulce morrón', '4 cdas  cilantro  finamente picado', '2  dientes de ajo  picado', '2 cda  achiote', '1 kg costilla de cerdo ahumada', '½ kg chuleta ahumada', '4 plátanos maduros pelados , reservar la cáscara', '½ kg chicharrón de cerdo', '½ kg  chorizo', '4 bananos verdes', '1 kg  yuca pelada en trozos', '2 latas  leche de coco']","['Agrega en una olla, dos litros de agua para cocer la carne salada. Cuando comience a hervir dejá tapado por 40 minutos. Reservar el caldo.', 'En una sartén calienta un poco de aceite para sofreír la cebolla, el chile, el cilantro fino, el ajo y el achiote.', 'Cuando la cebolla está transparente, retíralo del fuego y reserva.', 'Pon en el fondo de una cacerola grande, una capa de plátano maduro, luego una capa de carne, chicharrón y chorizo.', 'Seguidamente añade otra capa de banano verde y yuca, otra capa de carne, chicharrón y chorizo.', 'Por último, la capa de plátanos maduros, que permanecerá en la parte superior.', 'Vierte el caldo reservado de la carne, y las latas de leche de coco, tapa con las cáscaras de plátano maduro.', 'Deja cocinar por una hora a fuego lento hasta que las verduras estén suaves.', 'Retira del fuego y sirve bien caliente con el cilantro.']",['10 minutos minutos'],['Receta tradicional'],['Hondureña'],['6 personas'],['425kcal']
86,Cómo hacer pan de banano hondureño ,https://www.comedera.com/como-hacer-pan-de-banano-hondureno/,"['3 bananos', '1 taza de harina de trigo', '1/4 taza de azúcar moreno', '1 cdita de polvo de hornear', '1/2 taza de mantequilla  derretida', '2 huevos', '1 cidta de sal']","['Mezcla en un bol los ingredientes secos: la harina de trigo y el polvo de hornear.', 'Posteriormente, le vas a incorporar el azúcar morena y la cucharadita de sal. Mezcla muy bien.', 'Abre un espacio en el medio de los ingredientes secos y añade progresivamente los huevos y ve mezclando con la ayuda de un batidor eléctrico o manual de varillas.', 'Luego, vierte la mantequilla derretida y terkina de mezclar hasta que se integren.', 'Precalienta el horno a 180° C.', 'Toma los bananos, pela y tritura hasta conseguir un puré.', 'Incorpora el puré de bananos a la mezcla y termina de integrar. La masa debe quedar cremosa.', 'Engrasa un molde para hacer pan y vierte la mezcla.', 'Hornea por aproximadamente de 45 a 50 minutos o hasta que al introducir un palillo o cuchillo este salga limpio.', 'Saca el pan del horno, deja enfríar un rato y luego desmolsda. Corta en porciones y disfruta.']",['15 minutos minutos'],['Receta tradicional'],['Hondureña'],['8 porciones'],['520kcal']
87,Receta de ropa vieja hondureña ,https://www.comedera.com/receta-de-ropa-vieja-hondurena/,"['1 kilo \xa0falda de res', 'Agua la necesaria para cubrir la carne', '8 dientes de\xa0ajo', '2 chiles morrones  rojos y amarillos', '1 cebolla', 'Sal\xa0 (al gusto)', 'Pimienta\xa0 (al gusto)', '2 cda \xa0aceite vegetal', '1½ cebolla', '1 pimiento', '1 taza \xa0pasta de tomate', '½ taza vino blanco', '1 1/2  cda  adobo completo']","['En una olla grande agrega la carne, tratando de retirar la mayoría de la grasa que pueda tener.', 'Pon 3 dientes de ajo, el chile y la cebolla.', 'Deja que se cocine por al menos\xa0unos 40 minutos.', 'Deshilacha la carne\xa0y guarda el caldo.', 'Tritura los ajos, pica el chile y la cebolla y sofríe en una sartén grande.', 'Agrega la carne desmenuzada, el sofrito y el puré de tomate, y 1 1/2 taza del caldo de carne.', 'También añade el vino y el condimento.', 'Cocina por 20 minutos\xa0y rectifica el sabor.', 'Retirar del fuego y\xa0sirve acompañado de arroz blanco\xa0y plátano maduro frito.']",['10 minutos minutos'],['Receta tradicional'],['Hondureña'],['10 personas'],['174kcal']
88,Receta de sopa marinera hondureña ,https://www.comedera.com/receta-de-sopa-marinera-hondurena/,"['½ kg caracol', '½ kg pulpo', '1 kg camarones', '1 kg filete de pescado', '½ kg mejillones', '1 kg papa', '1 kg yuca', '2 plátanos maduros', '2 plátanos verdes', '1 kg zanahoria', '1 lata de leche de coco', '1 pizca sal', '1 rama culantro', '½ cda Tomillo', '1 cda Perejil', '2 barra margarina', '1 chile dulce', '2 cebolla', '2 maíz dulce', '1 tallo  apio', '1 litro Consomé de mariscos', 'Curry al gusto', 'Azafrán al gusto', '1 cda azúcar']","['En un sartén previamente engrasada con margarina, sofríe los camarones y el pulpo.', 'Agrega la cebolla y chile y sofríe hasta que la cebolla se dore. Reserva.', 'Incorpora el consomé y la leche de coco.', 'Añade los vegetales, la yuca, la papa y la zanahoria. Procura que tengan el mismo tamaño para que puedan cocinarse parejo.', 'Agrega el resto de los condimentos, cocina durante 25 minutos.', 'Incorpora el resto de los mariscos junto con los camarones y el pulpo salteados previamente y deja cocinar durante 15 minutos más.', 'Revisa que las verduras estén blandas y finalmente sirve.']",['10 minutos minutos'],['Receta tradicional'],['Hondureña'],['4 porciones'],['153kcal']
89,Receta de pollo con tajadas ,https://www.comedera.com/receta-de-pollo-con-tajadas/,"['1 kg de pollo en diferentes piezas', '1 taza de harina de trigo', '1 cubo de consomé de pollo', 'Sal y pimienta  al gusto', '1 cda de orégano', 'Aceite para freír suficiente', '3 plátanos  entre verdes y maduros', '4 tomates', '2 cebolla', '2 ramilletes de cilantro', 'Zumo de un limón']","['Primero hacemos el chirmol. Corta en cuadritos y cubitos medianos los tomates y la cebolla. Reserva.', 'Toma los ramilletes de cilantro y trocea muy bien.', 'Coloca en un bol, los tomates, la cebolla, el cilantro y sazona con el zumo de limón, sal y pimienta al gusto. Mezcla y reserva.', 'Ahora, calienta un sartén con suficiente aceite para freír.', 'Toma las piezas de pollo y condimenta con el caldo de consomé de pollo, sal y pimienta al gusto, el orégano y el harina de trigo para el rebozado. Mezcla muy bien.', 'Fríe las piezas de pollo hasta que queden bien jugosas y doradas por fuera. Reserva en un papel absorbente para retirar el exceso de aceite. Reserva.', 'Calienta otro sartén con aceite para freír.', 'Pela los plátanos y corta en tajadas alargadas. Fríe el guineo hasta que queden bien doraditas y crujiente. Sazona con un poco de sal.']",['20 minutos minutos'],['postre tradicional'],['Hondureña'],['6 porciones'],['530kcal']
